pair,target,ligand,seed,mode1_energy,score_S,status
F2/F10,2JKH,F2F10_076,20260727,-10.072,10.072,success
F2/F10,2JKH,F2F10_077,20260727,-6.733,6.733,success
F2/F10,2JKH,F2F10_078,20260727,-5.837,5.837,success
F2/F10,2JKH,F2F10_079,20260727,-9.208,9.208,success
F2/F10,2JKH,F2F10_081,20260727,-10.66,10.66,success
F2/F10,2JKH,F2F10_082,20260727,-10.359,10.359,success
F2/F10,2JKH,F2F10_083,20260727,-9.29,9.29,success
F2/F10,2JKH,F2F10_084,20260727,-7.561,7.561,success
F2/F10,2JKH,F2F10_085,20260727,-10.326,10.326,success
F2/F10,2JKH,F2F10_086,20260727,-10.548,10.548,success
F2/F10,2JKH,F2F10_087,20260727,-8.53,8.53,success
F2/F10,2JKH,F2F10_088,20260727,-8.369,8.369,success
F2/F10,2JKH,F2F10_089,20260727,-8.059,8.059,success
F2/F10,2JKH,F2F10_090,20260727,-7.835,7.835,success
F2/F10,2JKH,F2F10_091,20260727,-8.909,8.909,success
F2/F10,2JKH,F2F10_092,20260727,-8.216,8.216,success
F2/F10,2JKH,F2F10_093,20260727,-8.758,8.758,success
F2/F10,2JKH,F2F10_094,20260727,-10.044,10.044,success
F2/F10,2JKH,F2F10_095,20260727,-9.168,9.168,success
F2/F10,2JKH,F2F10_096,20260727,-10.723,10.723,success
F2/F10,2JKH,F2F10_097,20260727,-10.054,10.054,success
F2/F10,2JKH,F2F10_098,20260727,-8.924,8.924,success
F2/F10,2JKH,F2F10_099,20260727,-9.863,9.863,success
F2/F10,2JKH,F2F10_100,20260727,-9.946,9.946,success
F2/F10,2JKH,F2F10_101,20260727,-7.835,7.835,success
F2/F10,2JKH,F2F10_102,20260727,-8.719,8.719,success
F2/F10,2JKH,F2F10_103,20260727,-8.089,8.089,success
F2/F10,2JKH,F2F10_104,20260727,-8.023,8.023,success
F2/F10,2JKH,F2F10_105,20260727,-8.435,8.435,success
F2/F10,2JKH,F2F10_106,20260727,-8.734,8.734,success
F2/F10,2JKH,F2F10_107,20260727,-9.313,9.313,success
F2/F10,2JKH,F2F10_108,20260727,-8.597,8.597,success
F2/F10,2JKH,F2F10_109,20260727,-8.065,8.065,success
F2/F10,2JKH,F2F10_110,20260727,-9.534,9.534,success
F2/F10,4UDW,F2F10_001,20260727,-8.879,8.879,success
F2/F10,4UDW,F2F10_002,20260727,-8.738,8.738,success
F2/F10,4UDW,F2F10_003,20260727,-8.845,8.845,success
F2/F10,4UDW,F2F10_004,20260727,-9.875,9.875,success
F2/F10,4UDW,F2F10_005,20260727,-9.67,9.67,success
F2/F10,4UDW,F2F10_006,20260727,-9.533,9.533,success
F2/F10,4UDW,F2F10_007,20260727,-9.743,9.743,success
F2/F10,4UDW,F2F10_008,20260727,-7.327,7.327,success
F2/F10,4UDW,F2F10_009,20260727,-10.681,10.681,success
F2/F10,4UDW,F2F10_010,20260727,-9.956,9.956,success
F2/F10,4UDW,F2F10_011,20260727,-8.432,8.432,success
F2/F10,4UDW,F2F10_012,20260727,-9.974,9.974,success
F2/F10,4UDW,F2F10_013,20260727,-8.434,8.434,success
F2/F10,4UDW,F2F10_014,20260727,-8.551,8.551,success
F2/F10,4UDW,F2F10_015,20260727,-9.111,9.111,success
F2/F10,4UDW,F2F10_016,20260727,-9.851,9.851,success
F2/F10,4UDW,F2F10_017,20260727,-7.921,7.921,success
F2/F10,4UDW,F2F10_018,20260727,-8.68,8.68,success
F2/F10,4UDW,F2F10_019,20260727,-8.309,8.309,success
F2/F10,4UDW,F2F10_020,20260727,-8.757,8.757,success
F2/F10,4UDW,F2F10_021,20260727,-10.111,10.111,success
F2/F10,4UDW,F2F10_022,20260727,-10.266,10.266,success
F2/F10,4UDW,F2F10_023,20260727,-9.083,9.083,success
F2/F10,4UDW,F2F10_024,20260727,-8.697,8.697,success
F2/F10,4UDW,F2F10_025,20260727,-9.342,9.342,success
F2/F10,4UDW,F2F10_026,20260727,-9.523,9.523,success
F2/F10,4UDW,F2F10_027,20260727,-9.092,9.092,success
F2/F10,4UDW,F2F10_028,20260727,-8.933,8.933,success
F2/F10,4UDW,F2F10_029,20260727,-9.214,9.214,success
F2/F10,4UDW,F2F10_030,20260727,-9.267,9.267,success
F2/F10,4UDW,F2F10_031,20260727,-8.156,8.156,success
F2/F10,4UDW,F2F10_032,20260727,-9.247,9.247,success
F2/F10,4UDW,F2F10_033,20260727,-8.159,8.159,success
F2/F10,4UDW,F2F10_034,20260727,-9.939,9.939,success
F2/F10,4UDW,F2F10_035,20260727,-9.623,9.623,success
F2/F10,4UDW,F2F10_036,20260727,-9.755,9.755,success
F2/F10,4UDW,F2F10_037,20260727,-9.108,9.108,success
F2/F10,4UDW,F2F10_038,20260727,-9.781,9.781,success
F2/F10,4UDW,F2F10_039,20260727,-8.886,8.886,success
F2/F10,4UDW,F2F10_040,20260727,-9.11,9.11,success
F2/F10,4UDW,F2F10_041,20260727,-10.124,10.124,success
F2/F10,4UDW,F2F10_042,20260727,-9.737,9.737,success
F2/F10,4UDW,F2F10_043,20260727,-10.643,10.643,success
F2/F10,4UDW,F2F10_044,20260727,-8.865,8.865,success
F2/F10,4UDW,F2F10_045,20260727,-9.159,9.159,success
F2/F10,4UDW,F2F10_046,20260727,-11.127,11.127,success
F2/F10,4UDW,F2F10_047,20260727,-9.534,9.534,success
F2/F10,4UDW,F2F10_048,20260727,-9.476,9.476,success
F2/F10,4UDW,F2F10_049,20260727,-9.719,9.719,success
F2/F10,4UDW,F2F10_050,20260727,-8.655,8.655,success
F2/F10,4UDW,F2F10_051,20260727,-8.684,8.684,success
F2/F10,4UDW,F2F10_052,20260727,-8.673,8.673,success
F2/F10,4UDW,F2F10_053,20260727,-10.522,10.522,success
F2/F10,4UDW,F2F10_054,20260727,-10.254,10.254,success
F2/F10,4UDW,F2F10_055,20260727,-9.943,9.943,success
F2/F10,4UDW,F2F10_056,20260727,-8.25,8.25,success
F2/F10,4UDW,F2F10_057,20260727,-9.471,9.471,success
F2/F10,4UDW,F2F10_058,20260727,-10.741,10.741,success
F2/F10,4UDW,F2F10_059,20260727,-7.927,7.927,success
F2/F10,4UDW,F2F10_060,20260727,-9.043,9.043,success
F2/F10,4UDW,F2F10_061,20260727,-11.085,11.085,success
F2/F10,4UDW,F2F10_062,20260727,-9.371,9.371,success
F2/F10,4UDW,F2F10_063,20260727,-9.432,9.432,success
F2/F10,4UDW,F2F10_064,20260727,-7.997,7.997,success
F2/F10,4UDW,F2F10_065,20260727,-6.948,6.948,success
F2/F10,4UDW,F2F10_066,20260727,-6.918,6.918,success
F2/F10,4UDW,F2F10_067,20260727,-9.118,9.118,success
F2/F10,4UDW,F2F10_068,20260727,-10.627,10.627,success
F2/F10,4UDW,F2F10_069,20260727,-9.152,9.152,success
F2/F10,4UDW,F2F10_070,20260727,-10.171,10.171,success
F2/F10,4UDW,F2F10_071,20260727,-7.425,7.425,success
F2/F10,4UDW,F2F10_072,20260727,-9.407,9.407,success
F2/F10,4UDW,F2F10_073,20260727,-9.318,9.318,success
F2/F10,4UDW,F2F10_074,20260727,-8.749,8.749,success
F2/F10,4UDW,F2F10_075,20260727,-9.319,9.319,success
F2/F10,4UDW,F2F10_076,20260727,-10.499,10.499,success
F2/F10,4UDW,F2F10_077,20260727,-6.445,6.445,success
F2/F10,4UDW,F2F10_078,20260727,-7.389,7.389,success
F2/F10,4UDW,F2F10_079,20260727,-8.853,8.853,success
F2/F10,4UDW,F2F10_081,20260727,-10.072,10.072,success
F2/F10,4UDW,F2F10_082,20260727,-9.383,9.383,success
F2/F10,4UDW,F2F10_083,20260727,-9.149,9.149,success
F2/F10,4UDW,F2F10_084,20260727,-7.689,7.689,success
F2/F10,4UDW,F2F10_085,20260727,-9.674,9.674,success
F2/F10,4UDW,F2F10_086,20260727,-10.672,10.672,success
F2/F10,4UDW,F2F10_087,20260727,-8.243,8.243,success
F2/F10,4UDW,F2F10_088,20260727,-8.938,8.938,success
F2/F10,4UDW,F2F10_089,20260727,-8.937,8.937,success
F2/F10,4UDW,F2F10_090,20260727,-8.578,8.578,success
F2/F10,4UDW,F2F10_091,20260727,-8.404,8.404,success
F2/F10,4UDW,F2F10_092,20260727,-8.585,8.585,success
F2/F10,4UDW,F2F10_093,20260727,-8.848,8.848,success
F2/F10,4UDW,F2F10_094,20260727,-8.517,8.517,success
F2/F10,4UDW,F2F10_095,20260727,-9.076,9.076,success
F2/F10,4UDW,F2F10_096,20260727,-10.86,10.86,success
F2/F10,4UDW,F2F10_097,20260727,-8.688,8.688,success
F2/F10,4UDW,F2F10_098,20260727,-8.518,8.518,success
F2/F10,4UDW,F2F10_099,20260727,-9.438,9.438,success
F2/F10,4UDW,F2F10_100,20260727,-9.743,9.743,success
F2/F10,4UDW,F2F10_101,20260727,-8.253,8.253,success
F2/F10,4UDW,F2F10_102,20260727,-9.392,9.392,success
F2/F10,4UDW,F2F10_103,20260727,-8.737,8.737,success
F2/F10,4UDW,F2F10_104,20260727,-8.811,8.811,success
F2/F10,4UDW,F2F10_107,20260727,-9.472,9.472,success
F2/F10,4UDW,F2F10_108,20260727,-8.342,8.342,success
F2/F10,4UDW,F2F10_109,20260727,-8.236,8.236,success
F2/F10,4UDW,F2F10_110,20260727,-9.524,9.524,success
JAK1/JAK2,6N7A,J1J2_001,20260727,-8.851,8.851,success
JAK1/JAK2,6N7A,J1J2_002,20260727,-8.97,8.97,success
JAK1/JAK2,6N7A,J1J2_003,20260727,-8.579,8.579,success
JAK1/JAK2,6N7A,J1J2_004,20260727,-7.713,7.713,success
JAK1/JAK2,6N7A,J1J2_005,20260727,-7.533,7.533,success
JAK1/JAK2,6N7A,J1J2_006,20260727,-7.367,7.367,success
JAK1/JAK2,6N7A,J1J2_007,20260727,-8.314,8.314,success
JAK1/JAK2,6N7A,J1J2_008,20260727,-7.118,7.118,success
JAK1/JAK2,6N7A,J1J2_009,20260727,-8.977,8.977,success
JAK1/JAK2,6N7A,J1J2_010,20260727,-8.85,8.85,success
JAK1/JAK2,6N7A,J1J2_011,20260727,-8.892,8.892,success
JAK1/JAK2,6N7A,J1J2_012,20260727,-9.322,9.322,success
JAK1/JAK2,6N7A,J1J2_013,20260727,-11.127,11.127,success
JAK1/JAK2,6N7A,J1J2_014,20260727,-9.87,9.87,success
JAK1/JAK2,6N7A,J1J2_015,20260727,-9.562,9.562,success
JAK1/JAK2,6N7A,J1J2_016,20260727,-9.597,9.597,success
JAK1/JAK2,6N7A,J1J2_017,20260727,-9.386,9.386,success
JAK1/JAK2,6N7A,J1J2_018,20260727,-10.219,10.219,success
JAK1/JAK2,6N7A,J1J2_019,20260727,-8.271,8.271,success
JAK1/JAK2,6N7A,J1J2_020,20260727,-9.128,9.128,success
JAK1/JAK2,6N7A,J1J2_021,20260727,-10.157,10.157,success
JAK1/JAK2,6N7A,J1J2_022,20260727,-7.584,7.584,success
JAK1/JAK2,6N7A,J1J2_023,20260727,-9.025,9.025,success
JAK1/JAK2,6N7A,J1J2_024,20260727,-9.512,9.512,success
JAK1/JAK2,6N7A,J1J2_025,20260727,-10.512,10.512,success
JAK1/JAK2,6N7A,J1J2_026,20260727,-11.639,11.639,success
JAK1/JAK2,6N7A,J1J2_027,20260727,-11.458,11.458,success
JAK1/JAK2,6N7A,J1J2_028,20260727,-10.451,10.451,success
JAK1/JAK2,6N7A,J1J2_029,20260727,-10.413,10.413,success
JAK1/JAK2,6N7A,J1J2_030,20260727,-8.443,8.443,success
JAK1/JAK2,6N7A,J1J2_031,20260727,-11.453,11.453,success
JAK1/JAK2,6N7A,J1J2_032,20260727,-8.267,8.267,success
JAK1/JAK2,6N7A,J1J2_033,20260727,-7.898,7.898,success
JAK1/JAK2,6N7A,J1J2_034,20260727,-6.571,6.571,success
JAK1/JAK2,6N7A,J1J2_035,20260727,-7.175,7.175,success
JAK1/JAK2,6N7A,J1J2_036,20260727,-7.806,7.806,success
JAK1/JAK2,6N7A,J1J2_037,20260727,-6.861,6.861,success
JAK1/JAK2,6N7A,J1J2_038,20260727,-6.685,6.685,success
JAK1/JAK2,6N7A,J1J2_039,20260727,-8.397,8.397,success
JAK1/JAK2,6N7A,J1J2_040,20260727,-8.503,8.503,success
JAK1/JAK2,6N7A,J1J2_041,20260727,-7.168,7.168,success
JAK1/JAK2,6N7A,J1J2_042,20260727,-8.84,8.84,success
JAK1/JAK2,6N7A,J1J2_043,20260727,-10.8,10.8,success
JAK1/JAK2,6N7A,J1J2_044,20260727,-8.024,8.024,success
JAK1/JAK2,6N7A,J1J2_045,20260727,-9.124,9.124,success
JAK1/JAK2,6N7A,J1J2_046,20260727,-9.048,9.048,success
JAK1/JAK2,6N7A,J1J2_047,20260727,-9.394,9.394,success
JAK1/JAK2,6N7A,J1J2_048,20260727,-9.15,9.15,success
JAK1/JAK2,6N7A,J1J2_049,20260727,-9.096,9.096,success
JAK1/JAK2,6N7A,J1J2_050,20260727,-9.011,9.011,success
JAK1/JAK2,6N7A,J1J2_051,20260727,-8.516,8.516,success
JAK1/JAK2,6N7A,J1J2_052,20260727,-9.974,9.974,success
JAK1/JAK2,6N7A,J1J2_053,20260727,-9.32,9.32,success
JAK1/JAK2,6N7A,J1J2_054,20260727,-9.05,9.05,success
JAK1/JAK2,6N7A,J1J2_055,20260727,-8.948,8.948,success
JAK1/JAK2,6N7A,J1J2_056,20260727,-9.596,9.596,success
JAK1/JAK2,6N7A,J1J2_057,20260727,-9.125,9.125,success
JAK1/JAK2,6N7A,J1J2_058,20260727,-9.043,9.043,success
JAK1/JAK2,6N7A,J1J2_059,20260727,-9.376,9.376,success
JAK1/JAK2,6N7A,J1J2_060,20260727,-10.89,10.89,success
JAK1/JAK2,6N7A,J1J2_061,20260727,-8.511,8.511,success
JAK1/JAK2,6N7A,J1J2_062,20260727,-8.943,8.943,success
JAK1/JAK2,6N7A,J1J2_063,20260727,-8.338,8.338,success
JAK1/JAK2,6N7A,J1J2_064,20260727,-10.382,10.382,success
JAK1/JAK2,6N7A,J1J2_065,20260727,-8.792,8.792,success
JAK1/JAK2,6N7A,J1J2_066,20260727,-8.997,8.997,success
JAK1/JAK2,6N7A,J1J2_067,20260727,-8.592,8.592,success
JAK1/JAK2,6N7A,J1J2_068,20260727,-8.756,8.756,success
JAK1/JAK2,6N7A,J1J2_069,20260727,-8.917,8.917,success
JAK1/JAK2,6N7A,J1J2_070,20260727,-9.335,9.335,success
JAK1/JAK2,6N7A,J1J2_071,20260727,-8.975,8.975,success
JAK1/JAK2,6N7A,J1J2_072,20260727,-11.78,11.78,success
JAK1/JAK2,6N7A,J1J2_073,20260727,-9.92,9.92,success
JAK1/JAK2,6N7A,J1J2_074,20260727,-11.65,11.65,success
JAK1/JAK2,6N7A,J1J2_075,20260727,-11.385,11.385,success
JAK1/JAK2,6N7A,J1J2_076,20260727,-9.491,9.491,success
JAK1/JAK2,6N7A,J1J2_077,20260727,-9.073,9.073,success
JAK1/JAK2,6N7A,J1J2_078,20260727,-9.432,9.432,success
JAK1/JAK2,6N7A,J1J2_079,20260727,-10.624,10.624,success
JAK1/JAK2,6N7A,J1J2_080,20260727,-9.165,9.165,success
JAK1/JAK2,6N7A,J1J2_081,20260727,-11.316,11.316,success
JAK1/JAK2,6N7A,J1J2_082,20260727,-8.524,8.524,success
JAK1/JAK2,6N7A,J1J2_083,20260727,-8.668,8.668,success
JAK1/JAK2,6N7A,J1J2_084,20260727,-9.162,9.162,success
JAK1/JAK2,6N7A,J1J2_085,20260727,-10.197,10.197,success
JAK1/JAK2,6N7A,J1J2_086,20260727,-9.225,9.225,success
JAK1/JAK2,6N7A,J1J2_087,20260727,-10.974,10.974,success
JAK1/JAK2,6N7A,J1J2_088,20260727,-11.19,11.19,success
JAK1/JAK2,6N7A,J1J2_089,20260727,-9.319,9.319,success
JAK1/JAK2,6N7A,J1J2_090,20260727,-8.421,8.421,success
JAK1/JAK2,6N7A,J1J2_091,20260727,-9.138,9.138,success
JAK1/JAK2,6N7A,J1J2_092,20260727,-7.95,7.95,success
JAK1/JAK2,6N7A,J1J2_093,20260727,-10.05,10.05,success
JAK1/JAK2,6N7A,J1J2_094,20260727,-10.667,10.667,success
JAK1/JAK2,6N7A,J1J2_095,20260727,-10.251,10.251,success
JAK1/JAK2,6N7A,J1J2_096,20260727,-11.523,11.523,success
JAK1/JAK2,6N7A,J1J2_097,20260727,-9.878,9.878,success
JAK1/JAK2,6N7A,J1J2_098,20260727,-9.079,9.079,success
JAK1/JAK2,6N7A,J1J2_099,20260727,-8.798,8.798,success
JAK1/JAK2,6N7A,J1J2_100,20260727,-7.593,7.593,success
JAK1/JAK2,6N7A,J1J2_101,20260727,-7.859,7.859,success
JAK1/JAK2,6N7A,J1J2_102,20260727,-9.056,9.056,success
JAK1/JAK2,6N7A,J1J2_103,20260727,-7.831,7.831,success
JAK1/JAK2,6N7A,J1J2_104,20260727,-10.259,10.259,success
JAK1/JAK2,6N7A,J1J2_105,20260727,-9.742,9.742,success
JAK1/JAK2,6N7A,J1J2_106,20260727,-9.019,9.019,success
JAK1/JAK2,6N7A,J1J2_107,20260727,-8.16,8.16,success
JAK1/JAK2,6N7A,J1J2_108,20260727,-7.984,7.984,success
JAK1/JAK2,6N7A,J1J2_109,20260727,-7.935,7.935,success
JAK1/JAK2,6N7A,J1J2_110,20260727,-10.45,10.45,success
JAK1/JAK2,8BXH,J1J2_001,20260727,-8.632,8.632,success
JAK1/JAK2,8BXH,J1J2_002,20260727,-9.958,9.958,success
JAK1/JAK2,8BXH,J1J2_003,20260727,-8.354,8.354,success
JAK1/JAK2,8BXH,J1J2_004,20260727,-7.58,7.58,success
JAK1/JAK2,8BXH,J1J2_005,20260727,-7.686,7.686,success
JAK1/JAK2,8BXH,J1J2_006,20260727,-7.129,7.129,success
JAK1/JAK2,8BXH,J1J2_007,20260727,-8.011,8.011,success
JAK1/JAK2,8BXH,J1J2_008,20260727,-7.401,7.401,success
JAK1/JAK2,8BXH,J1J2_009,20260727,-8.766,8.766,success
JAK1/JAK2,8BXH,J1J2_010,20260727,-9.742,9.742,success
JAK1/JAK2,8BXH,J1J2_011,20260727,-8.574,8.574,success
JAK1/JAK2,8BXH,J1J2_012,20260727,-9.722,9.722,success
JAK1/JAK2,8BXH,J1J2_013,20260727,-10.664,10.664,success
JAK1/JAK2,8BXH,J1J2_014,20260727,-9.718,9.718,success
JAK1/JAK2,8BXH,J1J2_015,20260727,-8.967,8.967,success
JAK1/JAK2,8BXH,J1J2_016,20260727,-9.805,9.805,success
JAK1/JAK2,8BXH,J1J2_017,20260727,-9.79,9.79,success
JAK1/JAK2,8BXH,J1J2_018,20260727,-9.68,9.68,success
JAK1/JAK2,8BXH,J1J2_019,20260727,-8.605,8.605,success
JAK1/JAK2,8BXH,J1J2_020,20260727,-9.05,9.05,success
JAK1/JAK2,8BXH,J1J2_021,20260727,-9.437,9.437,success
JAK1/JAK2,8BXH,J1J2_022,20260727,-7.881,7.881,success
JAK1/JAK2,8BXH,J1J2_023,20260727,-9.119,9.119,success
JAK1/JAK2,8BXH,J1J2_024,20260727,-8.9,8.9,success
JAK1/JAK2,8BXH,J1J2_025,20260727,-9.786,9.786,success
JAK1/JAK2,8BXH,J1J2_026,20260727,-10.158,10.158,success
JAK1/JAK2,8BXH,J1J2_027,20260727,-10.306,10.306,success
JAK1/JAK2,8BXH,J1J2_028,20260727,-10.773,10.773,success
JAK1/JAK2,8BXH,J1J2_029,20260727,-11.806,11.806,success
JAK1/JAK2,8BXH,J1J2_030,20260727,-8.267,8.267,success
JAK1/JAK2,8BXH,J1J2_031,20260727,-11.142,11.142,success
JAK1/JAK2,8BXH,J1J2_032,20260727,-8.214,8.214,success
JAK1/JAK2,8BXH,J1J2_033,20260727,-7.507,7.507,success
JAK1/JAK2,8BXH,J1J2_034,20260727,-6.507,6.507,success
JAK1/JAK2,8BXH,J1J2_035,20260727,-7.235,7.235,success
JAK1/JAK2,8BXH,J1J2_036,20260727,-7.75,7.75,success
JAK1/JAK2,8BXH,J1J2_037,20260727,-7.08,7.08,success
JAK1/JAK2,8BXH,J1J2_038,20260727,-6.929,6.929,success
JAK1/JAK2,8BXH,J1J2_039,20260727,-8.84,8.84,success
JAK1/JAK2,8BXH,J1J2_040,20260727,-8.478,8.478,success
JAK1/JAK2,8BXH,J1J2_041,20260727,-7.448,7.448,success
JAK1/JAK2,8BXH,J1J2_042,20260727,-8.881,8.881,success
JAK1/JAK2,8BXH,J1J2_043,20260727,-10.157,10.157,success
JAK1/JAK2,8BXH,J1J2_044,20260727,-8.474,8.474,success
JAK1/JAK2,8BXH,J1J2_045,20260727,-9.296,9.296,success
JAK1/JAK2,8BXH,J1J2_046,20260727,-9.36,9.36,success
JAK1/JAK2,8BXH,J1J2_047,20260727,-9.296,9.296,success
JAK1/JAK2,8BXH,J1J2_048,20260727,-9.484,9.484,success
JAK1/JAK2,8BXH,J1J2_049,20260727,-9.099,9.099,success
JAK1/JAK2,8BXH,J1J2_050,20260727,-8.784,8.784,success
JAK1/JAK2,8BXH,J1J2_051,20260727,-8.405,8.405,success
JAK1/JAK2,8BXH,J1J2_052,20260727,-9.685,9.685,success
JAK1/JAK2,8BXH,J1J2_053,20260727,-9.121,9.121,success
JAK1/JAK2,8BXH,J1J2_054,20260727,-8.556,8.556,success
JAK1/JAK2,8BXH,J1J2_055,20260727,-9.387,9.387,success
JAK1/JAK2,8BXH,J1J2_056,20260727,-9.106,9.106,success
JAK1/JAK2,8BXH,J1J2_057,20260727,-8.687,8.687,success
JAK1/JAK2,8BXH,J1J2_058,20260727,-8.978,8.978,success
JAK1/JAK2,8BXH,J1J2_059,20260727,-9.218,9.218,success
JAK1/JAK2,8BXH,J1J2_060,20260727,-10.051,10.051,success
JAK1/JAK2,8BXH,J1J2_061,20260727,-8.138,8.138,success
JAK1/JAK2,8BXH,J1J2_062,20260727,-8.988,8.988,success
JAK1/JAK2,8BXH,J1J2_063,20260727,-8.438,8.438,success
JAK1/JAK2,8BXH,J1J2_064,20260727,-10.252,10.252,success
JAK1/JAK2,8BXH,J1J2_065,20260727,-9.128,9.128,success
JAK1/JAK2,8BXH,J1J2_066,20260727,-9.125,9.125,success
JAK1/JAK2,8BXH,J1J2_067,20260727,-8.592,8.592,success
JAK1/JAK2,8BXH,J1J2_068,20260727,-9.152,9.152,success
JAK1/JAK2,8BXH,J1J2_069,20260727,-9.266,9.266,success
JAK1/JAK2,8BXH,J1J2_070,20260727,-9.248,9.248,success
JAK1/JAK2,8BXH,J1J2_071,20260727,-9.173,9.173,success
JAK1/JAK2,8BXH,J1J2_072,20260727,-10.97,10.97,success
JAK1/JAK2,8BXH,J1J2_073,20260727,-9.521,9.521,success
JAK1/JAK2,8BXH,J1J2_074,20260727,-12.073,12.073,success
