id,parent_id,parent_source,smiles,inchikey,core_smiles,mw,clogp,rb,sa,reactivity_bucket,pains_flag,n_acrylamide,max_tc_full,max_tc_core,nearest_anchor_full,nearest_anchor_core,erg_max,nearest_erg,murcko,same_scaffold_as,hinge_hits,tc_full_YL5084,tc_core_YL5084,erg_YL5084,tc_full_YL2056,tc_core_YL2056,erg_YL2056,tc_full_JNK-IN-8,tc_core_JNK-IN-8,erg_JNK-IN-8,tc_full_56d,tc_core_56d,erg_56d,track,subtrack,discard_reason,react2,react2_reason
CHEMBL3355183_ACR0,CHEMBL3355183,chembl,C=CC(=O)N1CC(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)C1,HCOHFZOBXDOVPI-UHFFFAOYSA-N,O=C(Nc1cnn(-c2cccc(C(=O)NC3CNC3)c2)c1)Nc1ccccc1Cl,464.91,3.3,6,2.518,ok,0,1,0.519,0.5,56d,56d,0.8476,56d,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)NC3CNC3)c2)c1,,1,0.175,0.1415,0.7546,0.1966,0.1553,0.7546,0.1835,0.2043,0.7331,0.519,0.5,0.8476,sim,sim_56d,,ok,
CHEMBL3355184_ACR0,CHEMBL3355184,chembl,C=CC(=O)N1CCC(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)C1,VFGFBQQKQVAREK-UHFFFAOYSA-N,O=C(Nc1cnn(-c2cccc(C(=O)NC3CCNC3)c2)c1)Nc1ccccc1Cl,478.94,3.69,6,2.937,ok,0,1,0.494,0.4744,56d,56d,0.8476,56d,O=C(Nc1ccccc1)Nc1cnn(-c2cccc(C(=O)NC3CCNC3)c2)c1,,1,0.1789,0.1364,0.7546,0.2308,0.1604,0.7546,0.1875,0.1959,0.7331,0.494,0.4744,0.8476,sim,sim_56d,,ok,
CHEMBL177281_ACR0,CHEMBL177281,chembl,C=CC(=O)NC(=N)c1cccc(NC(=O)Nc2cccc(C(=N)N)c2)c1,KBLNSQQDYRYGCT-UHFFFAOYSA-N,N=C(N)c1cccc(NC(=O)Nc2cccc(C(=N)N)c2)c1,350.38,2.24,5,2.589,ok,0,1,0.3857,0.3443,56d,56d,0.5834,56d,O=C(Nc1ccccc1)Nc1ccccc1,,0,0.1238,0.122,0.3932,0.125,0.125,0.3932,0.2184,0.2388,0.574,0.3857,0.3443,0.5834,sim,sim_56d,,ok,
CHEMBL1809186_ACR0,CHEMBL1809186,chembl,C=CC(=O)NC(=N)c1cccc(C(=O)Nc2ccc3c(CC)nn(-c4ccccc4)c3c2)c1,GUFMHLIZXSCGKC-UHFFFAOYSA-N,CCc1nn(-c2ccccc2)c2cc(NC(=O)c3cccc(C(=N)N)c3)ccc12,437.5,4.47,6,2.698,ok,0,1,0.3765,0.3375,56d,56d,0.8468,56d,O=C(Nc1ccc2cnn(-c3ccccc3)c2c1)c1ccccc1,,0,0.2,0.1818,0.7146,0.2018,0.1735,0.7146,0.2475,0.2706,0.8185,0.3765,0.3375,0.8468,sim,sim_56d,,ok,
CHEMBL110027_ACR0,CHEMBL110027,chembl,C=CC(=O)NC(=N)c1ccc2cc(C(=O)Nc3cccc(Oc4ccccc4)c3)ccc2c1,QDGIOESQHMELGW-UHFFFAOYSA-N,N=C(N)c1ccc2cc(C(=O)Nc3cccc(Oc4ccccc4)c3)ccc2c1,435.48,5.51,6,2.448,ok,0,1,0.3636,0.3194,56d,56d,0.8088,56d,O=C(Nc1cccc(Oc2ccccc2)c1)c1ccc2ccccc2c1,,0,0.156,0.1538,0.6521,0.1574,0.1573,0.6521,0.2391,0.2632,0.696,0.3636,0.3194,0.8088,sim,sim_56d,,ok,
CHEMBL170306_ACR0,CHEMBL170306,chembl,C=CC(=O)NC(=N)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)c1,RCTQIWJGWRHYDF-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(C(=N)N)c2)cc1,468.56,5.12,6,2.483,ok,0,1,0.3797,0.3158,56d,56d,0.7648,56d,O=C(Nc1ccccc1C(=O)Nc1ccccc1)c1ccccc1,,0,0.1404,0.134,0.5582,0.1416,0.125,0.5582,0.2553,0.2625,0.7369,0.3797,0.3158,0.7648,sim,sim_56d,,ok,
CHEMBL355479_ACR0,CHEMBL355479,chembl,C=CC(=O)N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,BTIFVYUNGYQAPM-PWHSHALESA-N,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,434.54,3.42,6,3.417,ok,0,1,0.3571,0.3125,56d,56d,0.4813,56d,O=C(Nc1cccc2ccccc12)N[C@@H]1CC[C@@H](CC(=O)N2CCCC2)C1,,0,0.1538,0.1616,0.4178,0.1858,0.2021,0.4178,0.1495,0.1648,0.4318,0.3571,0.3125,0.4813,sim,sim_56d,,ok,
CHEMBL171609_ACR0,CHEMBL171609,chembl,C=CC(=O)N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,BTIFVYUNGYQAPM-MSYCTHLASA-N,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,434.54,3.42,6,3.417,ok,0,1,0.3571,0.3125,56d,56d,0.4813,56d,O=C(Nc1cccc2ccccc12)N[C@H]1CC[C@@H](CC(=O)N2CCCC2)C1,,0,0.1538,0.1616,0.4178,0.1858,0.2021,0.4178,0.1495,0.1648,0.4318,0.3571,0.3125,0.4813,sim,sim_56d,,ok,
CHEMBL354576_ACR0,CHEMBL354576,chembl,C=CC(=O)N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,BTIFVYUNGYQAPM-YYDVJCTNSA-N,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,434.54,3.42,6,3.417,ok,0,1,0.3571,0.3125,56d,56d,0.4813,56d,O=C(Nc1cccc2ccccc12)N[C@@H]1CC[C@H](CC(=O)N2CCCC2)C1,,0,0.1538,0.1616,0.4178,0.1858,0.2021,0.4178,0.1495,0.1648,0.4318,0.3571,0.3125,0.4813,sim,sim_56d,,ok,
CHEMBL182021_ACR0,CHEMBL182021,chembl,C=CC(=O)N[C@@H](Cc1c(C)cc(O)cc1C)C(=O)Nc1cccc2ccccc12,YJCLDQHYYVGWCO-QFIPXVFZSA-N,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)Nc1cccc2ccccc12,388.47,4.01,6,2.774,ok,0,1,0.359,0.3108,56d,56d,0.7678,56d,O=C(CCc1ccccc1)Nc1cccc2ccccc12,,0,0.1545,0.1263,0.5445,0.156,0.117,0.5445,0.2105,0.2099,0.6496,0.359,0.3108,0.7678,sim,sim_56d,,ok,
CHEMBL1410624_ACR0,CHEMBL1410624,chembl,C=CC(=O)NC1=NC(=O)CC(C(=O)Nc2cccc3ccccc23)S1,SEKFJHVXHDTDAC-UHFFFAOYSA-N,NC1=NC(=O)CC(C(=O)Nc2cccc3ccccc23)S1,353.4,2.47,3,2.96,ok,0,1,0.359,0.3108,56d,56d,0.7071,56d,O=C1CC(C(=O)Nc2cccc3ccccc23)SC=N1,,0,0.1441,0.163,0.6086,0.1455,0.1667,0.6086,0.15,0.1807,0.6671,0.359,0.3108,0.7071,sim,sim_56d,,ok,
CHEMBL1991003_ACR0,CHEMBL1991003,chembl,C=CC(=O)N(Cc1ccc(Cl)cc1)NC(=O)Nc1cccc2ccccc12,JXHJPBYGXDMFKD-UHFFFAOYSA-N,O=C(NNCc1ccc(Cl)cc1)Nc1cccc2ccccc12,379.85,4.74,4,2.364,ok,0,1,0.3333,0.3099,56d,56d,0.745,56d,O=C(NNCc1ccccc1)Nc1cccc2ccccc12,,0,0.1261,0.1075,0.5,0.1273,0.1099,0.5,0.1531,0.1463,0.5191,0.3333,0.3099,0.745,sim,sim_56d,,ok,
CHEMBL556663_ACR0,CHEMBL556663,chembl,C=CC(=O)NC(=N)c1ccc2cc(NC(=O)Nc3ccccc3)ccc2c1,WYYHGYDWMUDMJI-UHFFFAOYSA-N,N=C(N)c1ccc2cc(NC(=O)Nc3ccccc3)ccc2c1,358.4,4.11,4,2.4,ok,0,1,0.3562,0.3088,56d,56d,0.7667,56d,O=C(Nc1ccccc1)Nc1ccc2ccccc2c1,,0,0.1881,0.1647,0.4818,0.19,0.1687,0.4818,0.2,0.2162,0.5608,0.3562,0.3088,0.7667,sim,sim_56d,,ok,
CHEMBL111042_ACR0,CHEMBL111042,chembl,C=CC(=O)NC(=N)c1ccc2cc(C(=O)Nc3cccc(OC)c3)ccc2c1,VSKPMWDDHFXZHL-UHFFFAOYSA-N,COc1cccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)c1,373.41,3.73,5,2.418,ok,0,1,0.3506,0.3056,56d,56d,0.7928,56d,O=C(Nc1ccccc1)c1ccc2ccccc2c1,,0,0.1468,0.1429,0.6146,0.1481,0.1333,0.6146,0.2556,0.2838,0.6685,0.3506,0.3056,0.7928,sim,sim_56d,,ok,
CHEMBL4159632_ACR0,CHEMBL4159632,chembl,C=CC(=O)NCc1cccc(-c2cccc(NC(=O)c3ccccc3)c2)c1,QXRCEXLVBBXPNP-UHFFFAOYSA-N,NCc1cccc(-c2cccc(NC(=O)c3ccccc3)c2)c1,356.43,4.41,6,1.852,ok,0,1,0.3889,0.3043,56d,56d,0.7902,56d,O=C(Nc1cccc(-c2ccccc2)c1)c1ccccc1,,0,0.1748,0.1628,0.5472,0.1765,0.1667,0.5472,0.2824,0.3,0.6437,0.3889,0.3043,0.7902,sim,sim_56d,,ok,
CHEMBL484345_ACR0,CHEMBL484345,chembl,C=CC(=O)NCCC(=O)Nc1cccc2c1cnn2S(=O)(=O)c1cccc2ccccc12,OUTPBNZJIYQDEZ-UHFFFAOYSA-N,NCCC(=O)Nc1cccc2c1cnn2S(=O)(=O)c1cccc2ccccc12,448.5,3.06,7,2.519,ok,0,1,0.3412,0.3038,56d,56d,0.7871,JNK-IN-8,O=S(=O)(c1cccc2ccccc12)n1ncc2ccccc21,,0,0.1538,0.1531,0.719,0.1552,0.1562,0.719,0.1604,0.1685,0.7871,0.3412,0.3038,0.668,sim,sim_56d,,ok,
CHEMBL111471_ACR0,CHEMBL111471,chembl,C=CC(=O)NC(=N)c1ccc2cc(C(=O)Nc3cccc(OC(C)C)c3)ccc2c1,ZLALLXDIDMHMRU-UHFFFAOYSA-N,CC(C)Oc1cccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)c1,401.47,4.51,6,2.534,ok,0,1,0.3462,0.3014,56d,56d,0.7501,56d,O=C(Nc1ccccc1)c1ccc2ccccc2c1,,0,0.1455,0.1413,0.608,0.1468,0.1319,0.608,0.2667,0.2973,0.6325,0.3462,0.3014,0.7501,sim,sim_56d,,ok,
CHEMBL482736_ACR0,CHEMBL482736,chembl,C=CC(=O)NCCC(=O)Nc1ccc2c(cnn2S(=O)(=O)c2cccc3ccccc23)c1,ARKCCYJLKQOARS-UHFFFAOYSA-N,NCCC(=O)Nc1ccc2c(cnn2S(=O)(=O)c2cccc3ccccc23)c1,448.5,3.06,7,2.527,ok,0,1,0.3372,0.3,56d,56d,0.7863,JNK-IN-8,O=S(=O)(c1cccc2ccccc12)n1ncc2ccccc21,,0,0.1624,0.14,0.7295,0.1638,0.1429,0.7295,0.1923,0.2069,0.7863,0.3372,0.3,0.6774,sim,sim_56d,,ok,
CHEMBL590826_ACR0,CHEMBL590826,chembl,C=CC(=O)NCc1ccc(NC(=O)c2cccc(CNC(=O)Nc3ccc(C#N)cc3)c2)cc1,MYEOZWSDCGRUKX-UHFFFAOYSA-N,N#Cc1ccc(NC(=O)NCc2cccc(C(=O)Nc3ccc(CN)cc3)c2)cc1,453.5,3.93,8,2.177,ok,0,1,0.35,0.2987,56d,56d,0.6284,56d,O=C(NCc1cccc(C(=O)Nc2ccccc2)c1)Nc1ccccc1,,0,0.1416,0.1,0.4834,0.1429,0.102,0.4834,0.2316,0.2469,0.613,0.35,0.2987,0.6284,sim,sim_56d,,ok,
CHEMBL353999_ACR0,CHEMBL353999,chembl,C=CC(=O)NC(=N)c1cccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(OC)cc2)c1,QCSZOQCQJZEZOZ-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc(C(=N)N)c2)cc1,442.48,3.83,7,2.367,ok,0,1,0.3415,0.2987,56d,56d,0.8267,56d,O=C(Nc1ccccc1C(=O)Nc1ccccc1)c1ccccc1,,0,0.1491,0.1224,0.6422,0.1504,0.1134,0.6422,0.2396,0.2785,0.7887,0.3415,0.2987,0.8267,sim,sim_56d,,ok,
CHEMBL2220933_ACR0,CHEMBL2220933,chembl,C=CC(=O)NC(=N)c1cccc(NC(=O)CNS(=O)(=O)c2cccc3ccccc23)c1,XBWDVHSOGNXLOJ-UHFFFAOYSA-N,N=C(N)c1cccc(NC(=O)CNS(=O)(=O)c2cccc3ccccc23)c1,436.49,2.38,7,2.583,ok,0,1,0.358,0.2987,56d,56d,0.8343,56d,O=C(CNS(=O)(=O)c1cccc2ccccc12)Nc1ccccc1,,0,0.1391,0.1224,0.6467,0.1404,0.125,0.6467,0.2143,0.2024,0.7363,0.358,0.2987,0.8343,sim,sim_56d,,ok,
CHEMBL111575_ACR0,CHEMBL111575,chembl,C=CC(=O)NC(=N)c1ccc2cc(C(=O)Nc3cccc(OC4CCCC4)c3)ccc2c1,VIVZRWZLSIEVNQ-UHFFFAOYSA-N,N=C(N)c1ccc2cc(C(=O)Nc3cccc(OC4CCCC4)c3)ccc2c1,427.5,5.04,6,2.61,ok,0,1,0.3253,0.2987,56d,56d,0.7533,56d,O=C(Nc1cccc(OC2CCCC2)c1)c1ccc2ccccc2c1,,0,0.1491,0.1579,0.6233,0.1607,0.1739,0.6233,0.2268,0.2625,0.6352,0.3253,0.2987,0.7533,sim,sim_56d,,ok,
CHEMBL35130_ACR0,CHEMBL35130,chembl,C=CC(=O)NC(=N)Nc1cccc(C(=O)Nc2ccc(CCC(=O)O)cc2)c1,BFRHYDUKDUASDG-UHFFFAOYSA-N,N=C(N)Nc1cccc(C(=O)Nc2ccc(CCC(=O)O)cc2)c1,380.4,2.6,7,2.39,ok,0,1,0.3766,0.2973,56d,56d,0.6256,56d,O=C(Nc1ccccc1)c1ccccc1,,0,0.1545,0.1277,0.4664,0.156,0.1304,0.4664,0.2778,0.2763,0.5874,0.3766,0.2973,0.6256,sim,sim_56d,,ok,
CHEMBL116909_ACR0,CHEMBL116909,chembl,C=CC(=O)NC(=N)c1ccc(C(=O)Nc2cccc(C(=O)NCCC(=O)O)c2)cc1,KCLBAEMTEDOZMB-UHFFFAOYSA-N,N=C(N)c1ccc(C(=O)Nc2cccc(C(=O)NCCC(=O)O)c2)cc1,408.41,1.77,8,2.411,ok,0,1,0.359,0.2973,56d,56d,0.7118,JNK-IN-8,O=C(Nc1ccccc1)c1ccccc1,,0,0.1441,0.1277,0.519,0.1455,0.1304,0.519,0.2637,0.2597,0.7118,0.359,0.2973,0.707,sim,sim_56d,,ok,
CHEMBL174742_ACR0,CHEMBL174742,chembl,C=CC(=O)NC(=N)c1cccc(NC(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)c1,BCOSEZDBIOMDKE-UHFFFAOYSA-N,N=C(N)c1cccc(NC(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)c1,463.52,3.76,7,2.452,ok,0,1,0.359,0.2973,56d,56d,0.6898,JNK-IN-8,O=C(Nc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,,0,0.1545,0.1277,0.5007,0.156,0.1304,0.5007,0.2105,0.2125,0.6898,0.359,0.2973,0.667,sim,sim_56d,,ok,
CHEMBL3184830_ACR0,CHEMBL3184830,chembl,C=CC(=O)NC(C)C(=O)NC(C(=O)NC(C)C(=O)Nc1cccc2ccccc12)C(C)C,WFUXQUBICIJPFB-UHFFFAOYSA-N,CC(N)C(=O)NC(C(=O)NC(C)C(=O)Nc1cccc2ccccc12)C(C)C,438.53,2.11,9,3.129,ok,0,1,0.3553,0.2973,56d,56d,0.6769,56d,c1ccc2ccccc2c1,,0,0.1376,0.1277,0.5141,0.1389,0.1183,0.5141,0.1667,0.1687,0.5896,0.3553,0.2973,0.6769,sim,sim_56d,,ok,
CHEMBL1327250_ACR0,CHEMBL1327250,chembl,C=CC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)Nc1cccc2ccccc12)C(C)C,WFUXQUBICIJPFB-QYWGDWMGSA-N,CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)Nc1cccc2ccccc12,438.53,2.11,9,3.129,ok,0,1,0.3553,0.2973,56d,56d,0.6769,56d,c1ccc2ccccc2c1,,0,0.1376,0.1277,0.5141,0.1389,0.1183,0.5141,0.1667,0.1687,0.5896,0.3553,0.2973,0.6769,sim,sim_56d,,ok,
CHEMBL520795_ACR0,CHEMBL520795,chembl,C=CC(=O)NCCC(=O)Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1,GEWMWEKTBKNDIM-UHFFFAOYSA-N,NCCC(=O)Nc1ccc2cnn(S(=O)(=O)c3cccc4ccccc34)c2c1,448.5,3.06,7,2.542,ok,0,1,0.3333,0.2963,56d,56d,0.7863,JNK-IN-8,O=S(=O)(c1cccc2ccccc12)n1ncc2ccccc21,,0,0.161,0.1386,0.7295,0.1624,0.1414,0.7295,0.1905,0.2045,0.7863,0.3333,0.2963,0.6774,sim,sim_56d,,ok,
CHEMBL175877_ACR0,CHEMBL175877,chembl,C=CC(=O)NC(=N)c1cccc(NC(=O)Nc2ccc(S(N)(=O)=O)cc2)c1,KRIPCWARWDGENF-UHFFFAOYSA-N,N=C(N)c1cccc(NC(=O)Nc2ccc(S(N)(=O)=O)cc2)c1,387.42,1.61,5,2.507,ok,0,1,0.3553,0.2958,56d,56d,0.6433,JNK-IN-8,O=C(Nc1ccccc1)Nc1ccccc1,,0,0.1376,0.1087,0.4508,0.1389,0.1111,0.4508,0.2174,0.2237,0.6433,0.3553,0.2958,0.6349,sim,sim_56d,,ok,
CHEMBL110026_ACR0,CHEMBL110026,chembl,C=CC(=O)NC(=N)c1ccc2cc(C(=O)Nc3cccc(CC4CCCC4)c3)ccc2c1,YTJQZUFHHXKBMO-UHFFFAOYSA-N,N=C(N)c1ccc2cc(C(=O)Nc3cccc(CC4CCCC4)c3)ccc2c1,425.53,5.45,6,2.587,ok,0,1,0.3373,0.2949,56d,56d,0.6923,56d,O=C(Nc1cccc(CC2CCCC2)c1)c1ccc2ccccc2c1,,0,0.1579,0.1443,0.5482,0.1696,0.1596,0.5482,0.25,0.2593,0.5502,0.3373,0.2949,0.6923,sim,sim_56d,,ok,
CHEMBL352520_ACR0,CHEMBL352520,chembl,C=CC(=O)N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,DGFXONPIGWKTNO-SPEDKVCISA-N,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,452.58,3.33,6,3.664,ok,0,1,0.3371,0.2941,56d,56d,0.4162,56d,O=C(Nc1cccc2ccccc12)N[C@H]1CC[C@H](CC(=O)N2CCSC2)C1,,0,0.1475,0.1538,0.3836,0.178,0.1919,0.3836,0.1429,0.1562,0.3734,0.3371,0.2941,0.4162,sim,sim_56d,,ok,
CHEMBL290288_ACR0,CHEMBL290288,chembl,C=CC(=O)NC(=N)Nc1cccc(C(=O)Nc2ccc(OCC(=O)O)cc2)c1,AYJUEXHCVUKHLQ-UHFFFAOYSA-N,N=C(N)Nc1cccc(C(=O)Nc2ccc(OCC(=O)O)cc2)c1,382.38,2.05,7,2.393,ok,0,1,0.3718,0.2933,56d,56d,0.687,56d,O=C(Nc1ccccc1)c1ccccc1,,0,0.1636,0.1383,0.5308,0.1651,0.1413,0.5308,0.2889,0.2895,0.6578,0.3718,0.2933,0.687,sim,sim_56d,,ok,
CHEMBL108098_ACR0,CHEMBL108098,chembl,C=CC(=O)NC(=N)c1ccc2cc(C(=O)Nc3cccc(OCC)c3)ccc2c1,CRRGEEIWVYZYAO-UHFFFAOYSA-N,CCOc1cccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)c1,387.44,4.12,6,2.455,ok,0,1,0.3375,0.2933,56d,56d,0.7928,56d,O=C(Nc1ccccc1)c1ccc2ccccc2c1,,0,0.1636,0.1505,0.6146,0.1651,0.1413,0.6146,0.2747,0.2895,0.6685,0.3375,0.2933,0.7928,sim,sim_56d,,ok,
CHEMBL352844_ACR0,CHEMBL352844,chembl,C=CC(=O)N[C@H](C1CCCCC1)[C@H](O)C(=O)NNc1cccc2ccccc12,PRZXFTDTNLHDOD-RTWAWAEBSA-N,N[C@H](C1CCCCC1)[C@H](O)C(=O)NNc1cccc2ccccc12,381.48,2.89,7,3.342,ok,0,1,0.321,0.2933,56d,56d,0.6022,56d,O=C(CCC1CCCCC1)NNc1cccc2ccccc12,,0,0.1228,0.1383,0.4684,0.1441,0.1667,0.4684,0.1373,0.1667,0.5265,0.321,0.2933,0.6022,sim,sim_56d,,ok,
CHEMBL355247_ACR0,CHEMBL355247,chembl,C=CC(=O)NC(=N)c1cccc(C(=O)Nc2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)c1,IGGYYSQFGXRCPF-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)Nc2ccccc2NC(=O)c2cccc(C(=N)N)c2)cc1,468.56,5.12,6,2.521,ok,0,1,0.3421,0.2917,56d,56d,0.7741,56d,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,,0,0.1389,0.1444,0.5678,0.1402,0.1348,0.5678,0.2198,0.2533,0.7482,0.3421,0.2917,0.7741,sim,sim_56d,,ok,
CHEMBL3716674_ACR0,CHEMBL3716674,chembl,C=CC(=O)NC(=N)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2OCC)c1,DLKBIAMBNBQMQH-UHFFFAOYSA-N,CCOc1ccccc1C(=O)Nc1ccccc1C(=O)Nc1cccc(C(=N)N)c1,456.5,4.22,8,2.437,ok,0,1,0.3494,0.2911,56d,56d,0.7889,56d,O=C(Nc1ccccc1C(=O)Nc1ccccc1)c1ccccc1,,0,0.1466,0.1313,0.6084,0.1478,0.1224,0.6084,0.2604,0.2561,0.7775,0.3494,0.2911,0.7889,sim,sim_56d,,ok,
CHEMBL3793296_ACR0,CHEMBL3793296,chembl,C=CC(=O)NCC(C(=O)Nc1ccc2cnccc2c1)c1cccc2ccccc12,LUUOCLWZIPPFEV-UHFFFAOYSA-N,NCC(C(=O)Nc1ccc2cnccc2c1)c1cccc2ccccc12,395.46,4.41,6,2.839,ok,0,1,0.3333,0.2911,56d,56d,0.7854,56d,O=C(Cc1cccc2ccccc12)Nc1ccc2cnccc2c1,,1,0.1667,0.1429,0.5948,0.1681,0.1458,0.5948,0.2347,0.2561,0.6356,0.3333,0.2911,0.7854,sim,sim_56d,,ok,
CHEMBL1499148_ACR0,CHEMBL1499148,chembl,C=CC(=O)NC(=NOCC(=O)Nc1cccc2ccccc12)c1nonc1N,OVZNMSKWNARQIM-UHFFFAOYSA-N,NC(=NOCC(=O)Nc1cccc2ccccc12)c1nonc1N,380.36,1.42,6,2.853,ok,0,1,0.314,0.2911,56d,56d,0.6635,JNK-IN-8,O=C(CON=Cc1cnon1)Nc1cccc2ccccc12,,0,0.1261,0.1313,0.6267,0.1271,0.134,0.6267,0.1619,0.1839,0.6635,0.314,0.2911,0.6189,sim,sim_56d,,ok,
CHEMBL3991118_ACR0,CHEMBL3991118,chembl,C=CC(=O)NCCCNC(=O)c1cccc(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1,LKLMUUUKXPESPZ-UHFFFAOYSA-N,CC(C)(C)c1cc(C(=O)Nc2cccc(C(=O)NCCCN)c2)cc(C(C)(C)C)c1,463.62,4.96,8,2.371,ok,0,1,0.3636,0.2895,56d,56d,0.5986,JNK-IN-8,O=C(Nc1ccccc1)c1ccccc1,,0,0.1351,0.1134,0.4173,0.1364,0.1042,0.4173,0.2809,0.2692,0.5986,0.3636,0.2895,0.5476,sim,sim_56d,,ok,
CHEMBL111629_ACR0,CHEMBL111629,chembl,C=CC(=O)NC(=N)c1ccc2cc(C(=O)Nc3cccc(OC(CC)CC)c3)ccc2c1,MTRZUBUIUYGWAD-UHFFFAOYSA-N,CCC(CC)Oc1cccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)c1,429.52,5.29,8,2.697,ok,0,1,0.3333,0.2895,56d,56d,0.7928,56d,O=C(Nc1ccccc1)c1ccc2ccccc2c1,,0,0.1518,0.1368,0.6146,0.1532,0.1277,0.6146,0.2581,0.2692,0.6685,0.3333,0.2895,0.7928,sim,sim_56d,,ok,
CHEMBL424572_ACR0,CHEMBL424572,chembl,C=CC(=O)NC(=N)c1cccc(C(=O)Nc2ccccc2NC(=O)c2ccc(OC)cc2)c1,ZTPOBXZITMOEHL-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2ccccc2NC(=O)c2cccc(C(=N)N)c2)cc1,442.48,3.83,7,2.396,ok,0,1,0.3333,0.2877,56d,56d,0.8307,56d,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,,0,0.1364,0.1429,0.6385,0.1376,0.1333,0.6385,0.2151,0.25,0.8043,0.3333,0.2877,0.8307,sim,sim_56d,,ok,
CHEMBL352735_ACR0,CHEMBL352735,chembl,C=CC(=O)NC(=N)c1cccc(C(=O)Nc2ccccc2NC(=O)c2ccc(C(C)C)cc2)c1,BFCGGHUJFMVYHR-UHFFFAOYSA-N,CC(C)c1ccc(C(=O)Nc2ccccc2NC(=O)c2cccc(C(=N)N)c2)cc1,454.53,4.94,7,2.475,ok,0,1,0.3333,0.2877,56d,56d,0.7741,56d,O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccccc1,,0,0.1364,0.1556,0.5678,0.1376,0.1461,0.5678,0.2151,0.25,0.7482,0.3333,0.2877,0.7741,sim,sim_56d,,ok,
CHEMBL1574672_ACR0,CHEMBL1574672,chembl,C=CC(=O)N(C)[C@@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)Nc1cccc2ccccc12)C(C)C)C(C)C,AMJYMAOKWKVBEE-NWVWQQAFSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H](C(=O)Nc1cccc2ccccc12)C(C)C)C(C)C,480.61,3.09,10,3.386,ok,0,1,0.3125,0.2877,56d,56d,0.5831,56d,c1ccc2ccccc2c1,,0,0.1455,0.1304,0.5338,0.1468,0.1209,0.5338,0.1753,0.1585,0.5281,0.3125,0.2877,0.5831,sim,sim_56d,,ok,
CHEMBL1900932_ACR0,CHEMBL1900932,chembl,C=CC(=O)N(C)C(C)C(=O)NC(C(=O)NC(C(=O)Nc1cccc2ccccc12)C(C)C)C(C)C,AMJYMAOKWKVBEE-UHFFFAOYSA-N,CNC(C)C(=O)NC(C(=O)NC(C(=O)Nc1cccc2ccccc12)C(C)C)C(C)C,480.61,3.09,10,3.386,ok,0,1,0.3125,0.2877,56d,56d,0.5831,56d,c1ccc2ccccc2c1,,0,0.1455,0.1304,0.5338,0.1468,0.1209,0.5338,0.1753,0.1585,0.5281,0.3125,0.2877,0.5831,sim,sim_56d,,ok,
